unit,med_spec,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 
NR,MED_INT,TR	: 	: 	: 	: 	: 	: 	12346.00 	12325.00 	12174.00 	11674.00 	11338.00 	10377.00 	10501.00 	9766.00 	9147.00 	8933.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_INT,UK	: 	: 	: 	: 	: 	11874.00 	11613.00 b	11457.00 	11316.00 	11003.00 	11051.00 b	11190.00 b	11211.00 	10968.00 	10126.00 	9350.00 	9046.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,AT	: 	: 	: 	: 	: 	: 	117.00 	121.00 	114.00 	116.00 	115.00 	119.00 	120.00 	117.00 	115.00 	114.00 	119.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,BE	: 	: 	: 	: 	: 	: 	281.00 	294.00 	302.00 	298.00 	291.00 	290.00 	481.00 	485.00 	488.00 	502.00 	502.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,BG	: 	: 	: 	: 	: 	: 	440.00 	494.00 	468.00 	442.00 	431.00 	438.00 	426.00 	409.00 	434.00 	471.00 	514.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,CH	: 	: 	: 	: 	: 	155.00 d	146.00 d	149.00 d	151.00 d	149.00 d	151.00 d	147.00 d	146.00 d	140.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,CY	: 	: 	: 	: 	: 	: 	38.00 	35.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	34.00 	: 	: 	: 	: 	23.00 	: 	19.00 	16.00 	13.00 	13.00 	11.00 	10.00 	9.00 	: 	11.00 
NR,MED_MIC,CZ	: 	: 	: 	: 	: 	: 	: 	: 	270.00 	264.00 	265.00 	276.00 	271.00 	272.00 	: 	: 	261.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,DE	: 	: 	: 	: 	: 	: 	805.00 	784.00 	773.00 	749.00 	733.00 	725.00 	701.00 	713.00 	712.00 	695.00 	702.00 	674.00 	699.00 	686.00 	702.00 	675.00 	614.00 	605.00 	594.00 	571.00 	532.00 	529.00 	498.00 	497.00 	479.00 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,DK	: 	: 	: 	: 	: 	: 	: 	81.00 	79.00 	69.00 	69.00 	68.00 	68.00 	65.00 	66.00 	61.00 	61.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,EE	: 	: 	: 	: 	: 	: 	132.00 b	0.00 d	0.00 bd	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,EL	: 	: 	: 	: 	: 	: 	3887.00 b	3884.00 b	3175.00 	3329.00 	3339.00 	3311.00 	3271.00 	3400.00 	3341.00 	3302.00 	3300.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,ES	: 	: 	: 	: 	: 	: 	2670.00 e	2611.00 e	2662.00 e	2705.00 e	2660.00 e	2716.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,FI	: 	: 	: 	: 	: 	: 	: 	76.00 	79.00 	83.00 	79.00 	80.00 bd	76.00 	75.00 	75.00 	74.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,FR	: 	: 	: 	: 	: 	3002.00 	2975.00 	2934.00 	2662.00 	2825.00 	2836.00 b	2896.00 	2882.00 b	2888.00 	2877.00 	2912.00 	2931.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,HR	: 	: 	: 	: 	: 	: 	171.00 	169.00 	166.00 	163.00 	164.00 	165.00 	163.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	124.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,IE	: 	: 	: 	: 	: 	88.00 	76.00 	82.00 b	97.00 b	92.00 	85.00 b	56.00 	49.00 	45.00 	42.00 	37.00 	34.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,IS	: 	: 	: 	: 	: 	: 	7.00 	7.00 	7.00 	8.00 	9.00 	9.00 	9.00 	9.00 	8.00 	8.00 	8.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,IT	: 	: 	: 	: 	: 	1123.00 	1073.00 	1278.00 	1255.00 	1154.00 	: 	: 	767.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,LI	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,LT	: 	: 	: 	: 	: 	: 	38.00 	32.00 	35.00 	35.00 	30.00 b	42.00 	40.00 	41.00 	42.00 	48.00 	49.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,LU	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	1.00 	1.00 	1.00 	1.00 	1.00 	2.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,LV	: 	: 	: 	: 	: 	: 	21.00 	19.00 	23.00 	22.00 	17.00 	20.00 	14.00 	20.00 	17.00 	18.00 	12.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,ME	: 	: 	: 	: 	: 	30.00 	28.00 	23.00 	22.00 	22.00 	21.00 	21.00 	20.00 	21.00 	20.00 	23.00 	22.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,MK	: 	: 	: 	: 	: 	: 	67.00 	62.00 	64.00 	61.00 	61.00 	68.00 	64.00 	64.00 	62.00 	58.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,MT	: 	: 	: 	: 	: 	8.00 	9.00 	8.00 	8.00 	8.00 	5.00 	6.00 	6.00 	4.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,NL	: 	: 	: 	: 	: 	: 	364.00 	364.00 b	342.00 	336.00 	314.00 	302.00 	284.00 	271.00 	250.00 	251.00 	238.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,NO	: 	: 	: 	: 	: 	: 	67.00 b	69.00 	65.00 	63.00 	61.00 	61.00 	64.00 b	65.00 	65.00 	63.00 	60.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,PL	: 	: 	: 	: 	: 	: 	110.00 d	41.00 d	35.00 d	38.00 d	36.00 d	41.00 bd	159.00 	208.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,PT	: 	: 	: 	: 	: 	: 	40.00 	40.00 	40.00 	37.00 	37.00 	36.00 	36.00 	30.00 	19.00 	19.00 	19.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,RS	: 	: 	: 	: 	: 	: 	251.00 	247.00 	249.00 	258.00 	255.00 	259.00 	259.00 	260.00 	256.00 	250.00 	254.00 	257.00 	258.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,SE	: 	: 	: 	: 	: 	: 	: 	129.00 	128.00 	126.00 	124.00 	123.00 	131.00 	134.00 	137.00 	130.00 	128.00 	126.00 	128.00 	129.00 	126.00 	129.00 	130.00 	130.00 	131.00 	133.00 	127.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,SI	: 	: 	: 	: 	: 	: 	14.00 	14.00 	13.00 	11.00 	12.00 	12.00 	12.00 	14.00 	14.00 	14.00 	14.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,TR	: 	: 	: 	: 	: 	: 	1935.00 	1858.00 	1774.00 	1670.00 	1618.00 	1634.00 	1523.00 	1399.00 	1401.00 	1475.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_MIC,UK	: 	: 	: 	: 	: 	844.00 	831.00 b	832.00 	836.00 	900.00 	876.00 b	859.00 b	851.00 	1125.00 	1040.00 	1040.00 	1013.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,AT	: 	: 	: 	: 	: 	: 	1100.00 	1050.00 	1013.00 	948.00 	908.00 	879.00 	838.00 	805.00 	773.00 	732.00 	701.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,BE	: 	: 	: 	: 	: 	: 	554.00 	530.00 	500.00 	472.00 	461.00 	330.00 	314.00 	297.00 	276.00 	253.00 	231.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,BG	: 	: 	: 	: 	: 	: 	1158.00 	1158.00 	1193.00 	1177.00 	1186.00 	1139.00 	1070.00 	1069.00 	1058.00 	1072.00 	1066.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,CH	: 	: 	: 	: 	: 	578.00 d	561.00 d	536.00 d	520.00 d	493.00 d	457.00 d	442.00 d	421.00 d	377.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,CY	: 	: 	: 	: 	: 	: 	45.00 	43.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23.00 	: 	: 	: 	: 	20.00 	: 	18.00 	19.00 	13.00 	12.00 	12.00 	12.00 	10.00 	: 	4.00 
NR,MED_NEU,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1568.00 	1545.00 	1514.00 	1476.00 	1438.00 	1410.00 	: 	: 	1396.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,DE	: 	: 	: 	: 	: 	: 	6607.00 	6239.00 	5854.00 	5490.00 	5201.00 	4944.00 	4670.00 	4314.00 	4040.00 	3658.00 	3416.00 	3110.00 	2720.00 	2521.00 	2314.00 	2116.00 	2178.00 	1889.00 	1701.00 	1532.00 	1451.00 	1352.00 	1237.00 	1105.00 	971.00 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,DK	: 	: 	: 	: 	: 	: 	: 	319.00 	312.00 	303.00 	292.00 	285.00 	281.00 	268.00 	256.00 	239.00 	234.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,EE	: 	: 	: 	: 	: 	: 	143.00 	137.00 	134.00 b	124.00 	120.00 	128.00 	128.00 	131.00 	129.00 	128.00 	138.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,EL	: 	: 	: 	: 	: 	: 	1092.00 b	1066.00 b	783.00 	741.00 	711.00 	693.00 	668.00 	634.00 	610.00 	564.00 	568.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,ES	: 	: 	: 	: 	: 	: 	2719.00 d	2685.00 d	2661.00 d	2645.00 d	2634.00 d	2582.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,FI	: 	: 	: 	: 	: 	: 	: 	489.00 	482.00 	486.00 	474.00 	461.00 bd	329.00 	323.00 	313.00 	307.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,FR	: 	: 	: 	: 	: 	2571.00 	2470.00 	2389.00 	2289.00 	2223.00 	2152.00 b	2046.00 	1980.00 b	1991.00 	1953.00 	1898.00 	1859.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,HR	: 	: 	: 	: 	: 	: 	417.00 	406.00 	395.00 	376.00 	361.00 	351.00 	322.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	674.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,IE	: 	: 	: 	: 	: 	95.00 	86.00 	76.00 b	92.00 b	100.00 	93.00 b	60.00 	46.00 	41.00 	35.00 	31.00 	28.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,IS	: 	: 	: 	: 	: 	: 	22.00 	25.00 	24.00 	23.00 	23.00 	23.00 	24.00 	23.00 	23.00 	24.00 	23.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,IT	: 	: 	: 	: 	: 	6508.00 	6246.00 	6638.00 	6810.00 	6859.00 	: 	: 	6473.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,LI	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,LT	: 	: 	: 	: 	: 	: 	482.00 	480.00 	494.00 	502.00 	486.00 b	449.00 	468.00 	461.00 	476.00 	489.00 	467.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,LU	: 	: 	: 	: 	: 	38.00 	38.00 	37.00 	34.00 	33.00 	32.00 	32.00 	31.00 	31.00 	29.00 	26.00 	26.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,LV	: 	: 	: 	: 	: 	: 	226.00 	226.00 	227.00 	234.00 	239.00 	238.00 	247.00 	265.00 	257.00 	245.00 	241.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,ME	: 	: 	: 	: 	: 	31.00 	26.00 	23.00 	23.00 	21.00 	21.00 	21.00 	19.00 	18.00 	17.00 	17.00 	15.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,MK	: 	: 	: 	: 	: 	: 	95.00 	92.00 	87.00 	79.00 	68.00 	68.00 	65.00 	58.00 	57.00 	47.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,MT	: 	: 	: 	: 	: 	14.00 	14.00 	12.00 	11.00 	13.00 	13.00 	10.00 	7.00 	4.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,NL	: 	: 	: 	: 	: 	: 	1241.00 	1229.00 b	1195.00 	1171.00 	1100.00 	1070.00 	1022.00 	995.00 	966.00 	955.00 	920.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,NO	: 	: 	: 	: 	: 	: 	349.00 b	335.00 	310.00 	299.00 	306.00 	284.00 	272.00 b	266.00 	266.00 	254.00 	244.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,PL	: 	: 	: 	: 	: 	: 	3116.00 	3097.00 	3044.00 	3112.00 	3098.00 	2933.00 	3464.00 	3111.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,PT	: 	: 	: 	: 	: 	: 	475.00 	458.00 	442.00 	425.00 	402.00 	383.00 	377.00 	368.00 	359.00 	356.00 	345.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,RO	: 	: 	: 	: 	: 	: 	1442.00 	1414.00 	1332.00 	1290.00 	1261.00 	1211.00 	1174.00 	1118.00 	1066.00 	930.00 b	781.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,RS	: 	: 	: 	: 	: 	: 	391.00 	383.00 	369.00 	353.00 	342.00 	324.00 	310.00 	289.00 	287.00 	272.00 	268.00 	261.00 	245.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,SE	: 	: 	: 	: 	: 	: 	: 	619.00 	588.00 	561.00 	541.00 	522.00 	514.00 	479.00 	465.00 	460.00 	431.00 	397.00 	377.00 	355.00 	338.00 	328.00 	320.00 	309.00 	298.00 	291.00 	285.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,SI	: 	: 	: 	: 	: 	: 	135.00 	130.00 	94.00 	92.00 	120.00 	119.00 	122.00 	113.00 	112.00 	111.00 	111.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,TR	: 	: 	: 	: 	: 	: 	2961.00 	2887.00 	2844.00 	2746.00 	2601.00 	2562.00 	2497.00 	2329.00 	2191.00 	2105.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_NEU,UK	: 	: 	: 	: 	: 	1755.00 	1741.00 b	1720.00 	1615.00 	1578.00 	1539.00 b	1485.00 b	1456.00 	1359.00 	1267.00 	1264.00 	1192.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_OCC,AT	: 	: 	: 	: 	: 	: 	340.00 	344.00 	343.00 	332.00 	335.00 	336.00 	333.00 	333.00 	338.00 	334.00 	331.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_OCC,BE	: 	: 	: 	: 	: 	: 	480.00 	471.00 	461.00 	460.00 	459.00 	443.00 	439.00 	432.00 	421.00 	417.00 	409.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_OCC,BG	: 	: 	: 	: 	: 	: 	783.00 	800.00 	818.00 	800.00 	797.00 	799.00 	780.00 	821.00 	861.00 b	892.00 	924.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_OCC,CH	: 	: 	: 	: 	: 	88.00 d	79.00 d	71.00 d	74.00 d	76.00 d	71.00 d	115.00 d	103.00 d	108.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_OCC,CY	: 	: 	: 	: 	: 	: 	19.00 	17.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.00 	: 	: 	: 	: 	2.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 
NR,MED_OCC,CZ	: 	: 	: 	: 	: 	: 	: 	: 	662.00 	664.00 	672.00 	639.00 	652.00 	612.00 	: 	: 	758.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_OCC,DE	: 	: 	: 	: 	: 	: 	1887.00 	1834.00 	1797.00 	1762.00 	1711.00 	1648.00 	1652.00 	1585.00 	1540.00 	1502.00 	1500.00 	1476.00 	1505.00 	1511.00 	1526.00 	1486.00 	1391.00 	1411.00 	1380.00 	1364.00 	1354.00 	1344.00 	1428.00 	1392.00 	1494.00 	: 	: 	: 	: 	: 	: 
NR,MED_OCC,DK	: 	: 	: 	: 	: 	: 	: 	135.00 	132.00 	142.00 	147.00 	147.00 	135.00 	137.00 	141.00 	141.00 	132.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_OCC,EE	: 	: 	: 	: 	: 	: 	73.00 	59.00 	61.00 b	54.00 	52.00 	49.00 	59.00 	56.00 	57.00 	62.00 	58.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_OCC,EL	: 	: 	: 	: 	: 	: 	241.00 b	221.00 b	167.00 	127.00 	120.00 	113.00 	103.00 	97.00 	94.00 	75.00 	73.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_OCC,ES	: 	: 	: 	: 	: 	: 	1342.00 e	1311.00 e	1342.00 e	1342.00 e	1325.00 e	1330.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_OCC,FI	: 	: 	: 	: 	: 	: 	: 	814.00 	795.00 	771.00 	752.00 	738.00 bd	150.00 	147.00 	140.00 	133.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_OCC,FR	: 	: 	: 	: 	: 	7122.00 	7245.00 	7303.00 	7360.00 	7328.00 	7381.00 b	6533.00 	6530.00 b	6364.00 	6246.00 	6332.00 	6498.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_OCC,HR	: 	: 	: 	: 	: 	: 	566.00 	534.00 	523.00 	522.00 	533.00 	547.00 	525.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_OCC,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2045.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_OCC,IE	: 	: 	: 	: 	: 	214.00 	176.00 	161.00 b	235.00 b	223.00 	217.00 b	174.00 	185.00 	177.00 	170.00 	151.00 	144.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_OCC,IS	: 	: 	: 	: 	: 	: 	14.00 	14.00 	15.00 	15.00 	13.00 	11.00 	9.00 	10.00 	10.00 	10.00 	10.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_OCC,IT	: 	: 	: 	: 	: 	5416.00 	5225.00 	5082.00 	4846.00 	4012.00 	: 	: 	3222.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_OCC,LI	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	1.00 	1.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_OCC,LT	: 	: 	: 	: 	: 	: 	15.00 	19.00 	16.00 	15.00 	15.00 b	8.00 	9.00 	9.00 	11.00 	12.00 	15.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED_OCC,LU	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
