n,id,cert/cot,cert/clr,cert/v,s,t,geo/0,geo/1
POUPONNIERE ANDRE BOUSQUAIROL,310792874,A,1,4,3,2,1.343072,43.520078
CL NEPHRO ST EXUPERY UAD BESSIERES,310793401,A,1,4,2,1,1.568637,43.808405
CL NEPHRO ST EXUPERY UAD ST GAUDENS,310793419,A,1,4,2,1,0.733767,43.115592
CL NEPHRO ST EXUPERY UAD VILLEFRANCHE,310793435,A,1,4,2,1,1.724042,43.403347
AAIR UAD CARBONNE,310793542,B,2,4,3,1,1.229314,43.305547
AAIR UAD TOULOUSE BONNEFOY,310793559,B,2,4,3,1,1.457777,43.620106
AAIR UAD BLAGNAC,310793567,B,2,4,3,2,1.383619,43.645581
AAIR UAD TOULOUSE CEPIERE,310793575,B,2,4,3,1,1.400026,43.59022
CL NEPHRO ST EXUPERY UAD BRAX,310793807,A,1,4,2,1,1.243111,43.612934
USLD LES JARDINS DES SILOS,310794094,B,2,4,1,2,1.422989,43.555752
NEPHROCARE OC CENTRE UAD UDM MURET,310794417,A,1,4,2,2,1.339327,43.465253
AAIR UAD ST GAUDENS,310794524,B,2,4,3,1,0.706414,43.115046
CL NEPHRO ST EXUPERY UAD TLS BASSO,310794532,A,1,4,2,1,1.388373,43.56626
CENTRE DE POST CURE APRES,310795463,A,1,4,3,2,1.504344,43.576757
CL NEPHRO ST EXUPERY UAD LUCHON,310796768,A,1,4,2,1,0.595668,42.784881
CL NEPHRO ST EXUPERY UAD REVEL,310796776,A,1,4,2,1,1.993706,43.452905
CH AUCH EN GASCOGNE,320000086,B,2,4,1,3,0.576878,43.630751
CH GERS,320000094,B,2,4,1,2,0.593249,43.645107
CH CONDOM,320000102,B,2,4,1,2,0.377244,43.957042
EPS LOMAGNE SITE DE FLEURANCE,320000110,B,2,4,1,2,0.661648,43.856505
CH GIMONT,320000128,A,1,4,1,2,0.596074,43.575213
CHI LOMBEZ SAMATAN,320000144,A,1,4,1,2,0.912225,43.477508
CH DE MAUVEZIN,320000151,A,1,4,1,2,0.875334,43.729174
CH MIRANDE,320000169,B,2,4,1,2,0.402944,43.510194
CH NOGARO,320000177,B,2,4,1,2,-0.033929,43.758319
CH DE VIC FEZENSAC,320000185,B,2,4,1,2,0.226932,43.800099
AAIR UAD NOGARO PYRENEES,320000680,B,2,4,3,1,-0.029958,43.753286
AAIR UAD MIRANDE,320001050,B,2,4,3,1,0.402944,43.510194
AAIR UAD CONDOM,320001688,B,2,4,3,1,0.377244,43.957042
HAD GERS CL PASTEUR,320004328,C,3,4,2,2,0.576878,43.630751
POLYCL DE GASCOGNE,320780067,A,1,4,2,2,0.597461,43.644972
CL PSY D'EMBATS,320780109,B,2,4,2,2,0.527805,43.644113
CENTRE PEDIATRIQUE ST JACQUES MPR,320780323,A,1,4,3,2,0.6552619999,43.622262
CRF ST BLANCARD,320784333,A,1,4,2,2,0.646718,43.344064
AAIR UAD UDM PAVIE,320784515,B,2,4,3,2,0.585579,43.612334
AAIR UAD FLEURANCE,320785587,B,2,4,3,1,0.659033,43.850521
MAISON DE SANTE MARIE GALENE,330000217,A,1,4,3,2,-0.607161399,44.8468851
HOPITAL SUBURBAIN DU BOUSCAT,330000332,B,2,4,3,2,-0.617864,44.867271
MSP BORDEAUX BAGATELLE,330000340,B,2,4,3,3,-0.573904,44.808583
CENTRE HOSPITALIER D'ARCACHON,330000555,A,1,4,1,2,-1.165603,44.632463
CH DE LA HAUTE GIRONDE,330000571,B,2,4,1,2,-0.659072,45.13471
CH SUD GIRONDE - SITE LANGON,330000589,B,2,4,1,2,-0.243258,44.544535
CH SUD GIRONDE - SITE LA REOLE,330000597,B,2,4,1,2,-0.041334,44.581097
CTRE HOSPIT.R.BOULIN-LIBOURNE,330000605,B,2,4,1,3,-0.230826,44.919786
CENTRE HOSPITALIER STE FOY LA GRANDE,330000613,A,1,4,1,2,0.221525,44.842658
CH CHARLES PERRENS,330000639,B,2,4,1,3,-0.600949,44.823182
C.H. DE CADILLAC,330000647,B,2,4,1,3,-0.318001,44.635057
INSTITUT BERGONIE,330000662,A,1,4,3,2,-0.579791,44.823573
USLD DU CENTRE DE SOINS PODENSAC,330005182,B,2,4,1,2,-0.358244,44.653189
ANTENNE AUTODIALYSE ET UDM CA3D,330007410,A,1,4,2,2,-0.63443,44.775975
ANTENNE AUTODIALYSE PBNA - BORDEAUX,330007436,A,1,4,2,2,-0.579451,44.863926
ANTENNE AUTODIALYSE AURAD BORDEAUX,330007550,B,2,4,3,1,-0.589317,44.838823
ANTENNE AUTODIALYSE AURAD ARTIGUES,330007584,B,2,4,3,1,-0.490386,44.865621
ANTENNE AUTODIALYSE AURAD LA TESTE,330007634,B,2,4,3,2,-1.174312,44.655955
ANTENNE AUTODIALYSE AURAD PINEUILH,330007642,B,2,4,3,1,0.227985,44.83012
ANTENNE AUTODIALYSE AURAD LANGON,330007667,B,2,4,3,1,-0.249033,44.552366
ANTENNE AUTODIALYSE AURAD LIBOURNE,330007683,B,2,4,3,2,-0.23725,44.89855
ANTENNE AUTODIALYSE AURAD GRADIGNAN,330007725,B,2,4,3,2,-0.602377,44.789876
ANTENNE AUTODIALYSE PBNA - BLAYE,330008012,A,1,4,2,1,-0.659072,45.13471
CENTRE HEMODIALYSE BX RIVE DROITE,330017989,B,2,4,2,2,-0.521335,44.864868
ANTENNE AUTODIALYSE AURAD - DAGUEY,330024639,B,2,4,3,1,-0.241426,44.947034
CENTRE DE REEDUCATION AVICENNE,330024928,A,1,4,2,2,-0.2427217,44.9133742
HAD DES VIGNES ET DES RIVIERES,330025958,A,1,4,3,2,-0.243916,44.915273
ANTENNE AUTODIALYSE PBNA - CASTELNAU,330051608,A,1,4,2,1,-0.578409,44.863925
ANTENNE AUTODIALYSE CTMR,330054453,A,1,4,2,1,-0.621397,44.836849
ANTENNE AUTODIALYSE PBNA-LESPARRE,330054461,A,1,4,2,1,-0.93678,45.304532
ANTENNE AUTODIALYSE CADDD,330056227,A,1,4,2,1,-0.542135,44.809517
ANTENNE/UNITE DE DIALYSE CTMR,330056516,A,1,4,2,2,-1.131663099,44.7559006
ANTENNE AUTODIALYSE PBNA - LORMONT,330056680,A,1,4,2,1,-0.518661,44.868322
KORIAN LES FLOTS,330057654,B,2,4,2,2,-0.573024,44.806355
CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE,330058355,,,,1,2,0.214969,44.8416496
SSR LE HILLOT,330059106,B,2,4,3,2,-0.6573781,44.7801927
NOUVELLE CLINIQUE BEL AIR,330780040,B,2,4,2,2,-0.606418,44.839627
CLINIQUE SAINT- AUGUSTIN,330780081,A,1,4,2,2,-0.605479,44.836498
CLINIQUE TIVOLI-DUCOS,330780115,A,1,4,2,2,-0.588733,44.856778
CLINIQUE D'ARCACHON,330780206,B,2,4,2,2,-1.1405,44.653315
POLYCLINIQUE BORDEAUX RIVE DROITE,330780263,B,2,4,2,2,-0.521335,44.864868
CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC,330780271,A,1,4,2,2,-0.678640299,44.817324199
CLINIQUE ANOUSTE,330780297,B,2,4,2,2,-0.611532,44.82883
MAISON DE SANTE LES PINS,330780313,B,2,4,2,2,-0.732308,44.774385
CLINIQUE BETHANIE,330780321,A,1,4,2,2,-0.599075,44.805851
POLYCLINIQUE BORDEAUX-CAUDERAN,330780354,B,2,4,2,2,-0.624911,44.859321
LES FONTAINES DE MONJOUS - SSR,330780370,B,2,4,3,2,-0.60665,44.776089
C.T.M.R. SAINT-AUGUSTIN,330780446,A,1,4,2,2,-0.604543,44.836344
CENTRE HEMODYALISE SAINT MARTIN,330780453,A,1,4,2,2,-0.633899,44.789604
ANTENNE AUTODIALYSE AURAD GRADIGNAN,330780461,B,2,4,3,1,-0.602377,44.789876
POLYCLIN BORDEAUX-NORD AQUITAINE,330780479,A,1,4,2,3,-0.578409,44.863925
CLINIQUE OPHTALMOLOGIQUE THIERS,330780487,A,1,4,2,2,-0.542351,44.851221
CLINIQUE MUTUALISTE DU MEDOC,330780495,B,2,4,3,2,-0.937335,45.304106
HOPITAL PRIVE SAINT-MARTIN,330780503,A,1,4,2,2,-0.630061626,44.789906659
CLINIQUE SAINTE-ANNE,330780511,A,1,4,2,2,-0.244631,44.553753
CLINIQUE MUTUALISTE DE PESSAC,330780529,B,2,4,3,2,-0.609649,44.805336
HOPITAL PRIVE WALLERSTEIN,330780537,B,2,4,3,2,-1.132497,44.756471
CENTRE DE SSR LA PIGNADA,330780560,B,2,4,3,2,-1.183721,44.741892
KORIAN HAUTERIVE,330780719,A,1,4,2,2,-0.527622,44.847727
CSSR LES LAURIERS,330780750,B,2,4,3,2,-0.517879,44.883178
MAISON DE REPOS L'AJONCIERE,330780768,B,2,4,3,2,-0.657461,44.745518
CLINIQUE LES HORIZONS,330780776,A,1,4,2,2,-0.464288,44.740135
MONTALIER - POLE DE SOINS SAINT-SELVE,330780784,B,2,4,3,,-0.528488,44.681432
CHATEAU RAUZE - LADAPT,330781121,A,1,4,3,2,-0.445067,44.777187
CRF LA TOUR DE GASSIES,330781139,A,1,4,3,2,-0.614209,44.880592
KORIAN LES GRANDS CHENES,330781154,B,2,4,2,2,-0.623377,44.854414
CENTRE READAPT CAUDERAN - RENOVATION,330781162,A,1,4,3,,-0.594573999,44.8458184
CENTRE READAPT PASTEUR - RENOVATION,330781170,A,1,4,3,2,-0.601306,44.844704
HIA ROBERT PICQUE,330781303,A,1,4,1,2,-0.569843,44.799416
CHU/ HOPITAL XAVIER ARNOZAN - CHU,330781337,B,2,4,1,2,-0.66313,44.799032
CHU/ HOPITAL SAINT-ANDRE - CHU,330781352,B,2,4,1,3,-0.57828,44.833959
CHU/ GROUPE HOSPITALIER PELLEGRIN - CHU,330781360,B,2,4,1,3,-0.6011048,44.8139153
NOUVELLE CLINIQUE BORDEAUX TONDU,330781402,B,2,4,2,2,-0.587431,44.829181
CLINIQUE ROSE DES SABLES,330781626,A,1,4,2,2,-1.170845,44.654647
CENTRE READAPT SEGUEY - RENOVATION,330781808,A,1,4,3,,-0.589674,44.85161
CENTRE PSYCHOTHERAPIQUE LES PLATANES,330782350,A,1,4,3,2,-0.634844,44.87507
MONTALIER - UNITE DE SOINS DES GANTS,330782400,B,2,4,3,,-0.581032,44.831149
POLYCLINIQUE JEAN VILLAR,330782582,B,2,4,2,2,-0.611762,44.887495
CENTRE D'HEMODIALYSE PBNA,330783374,A,1,4,2,2,-0.578409,44.863925
CHU/ HOPITAL HAUT-LEVEQUE - CHU,330783648,B,2,4,1,3,-0.663688,44.788098
HOPITAL GARDEROSE,330783721,B,2,4,1,2,-0.229589,44.897344
MONTALIER - UNITE DE SOINS MARC BLANC,330783978,B,2,4,3,,-0.557474,44.84271
EHPAD - USLD LES ARBOUSIERS,330791641,A,1,4,3,,-1.172393,44.637003
ANTENNE AUTODIALYSE CADDD,330795295,A,1,4,2,2,-0.225802,44.551506
ANTENNE AUTODIALYSE CADDD,330795303,A,1,4,2,1,-0.532437,44.852166
ANTENNE AUTODIALYSE CADDD,330802364,A,1,4,2,1,-1.153322,44.650914
CHU/ CENTRE JEAN ABADIE - CHU,330802752,B,2,4,1,2,-0.575067,44.823895
CLINIQUE LES HAUTS DE CENON,330802778,A,1,4,2,2,-0.529282,44.849266
CENTRE HOSPITALIER DE BAZAS,330804501,B,2,4,1,2,-0.207151,44.433535
INSTITUT ST PIERRE,340000025,A,1,4,3,2,3.922579,43.524203
CH BEZIERS,340000033,B,2,4,1,3,3.254307,43.339673
CH PEZENAS,340000173,A,1,4,1,2,3.418902,43.459916
CH ST PONS DE THOMIERES,340000181,A,1,4,1,2,2.754816,43.491824
ICM,340000207,B,2,4,3,2,3.2625359999,43.294632
CH LODEVE,340000215,A,1,4,1,2,3.316197,43.731098
HOPITAL ST CLAIR HBT SETE,340000223,B,2,4,1,3,3.677518,43.410405
CH POLE DE SANTE DE LUNEL,340000231,B,2,4,1,2,4.131931,43.675311
CH CLERMONT L'HERAULT,340000249,A,1,4,1,2,3.437015,43.626832
CENTRE ORTHOPEDIQUE MAGUELONE,340000439,A,1,4,3,2,3.908234,43.623807
CENTRE MUTUALISTE NEUROLOGIQUE PROPARA,340001064,A,1,4,3,2,3.832575,43.643591
CTRE SPEC HAUT LANGUEDOC CH ST PONS,340008176,A,1,4,1,2,2.76022,43.488497
CHU/ CENTRE ANTONIN BALMES CHU MONTPELLIER,340008275,B,2,4,1,2,3.858123,43.62781
CL DU PIC ST LOUP,340009018,A,1,4,2,2,3.831903,43.70717
NEPHROLOGIE DIALYSE CENTRE ST GUILHEM,340009539,A,1,4,2,2,3.677518,43.410405
POLYCL CHAMPEAU,340009885,B,2,4,2,2,3.227064,43.346014
CL ST CLEMENT,340010149,A,1,4,2,2,3.833874,43.712047
AIDER SANTE UAD GRABELS SITE CORDIER 1,340013119,A,1,4,3,2,3.831245,43.646974
AIDER SANTE UDM CL JACQUES MIROUZE,340013168,A,1,4,3,2,3.8507945,43.6314144
AIDER SANTE UAD UDM POLYCL ST LOUIS,340013218,A,1,4,3,1,3.702823,43.932439
AIDER SANTE UAD BEDARIEUX,340013259,A,1,4,3,1,3.150304,43.60809
AIDER SANTE UAD UDM CH CLERMONT HLT,340013309,A,1,4,3,2,3.437015,43.626832
AIDER SANTE UAD BOUZIGUES,340013358,A,1,4,3,1,3.655099,43.451426
AIDER SANTE UAD VILLENEUVE LES BEZIERS,340013499,A,1,4,3,2,3.278161,43.316205
CL DU MILLENAIRE,340015502,A,1,4,2,3,3.914287,43.602492
POLYCL ST PRIVAT,340015965,A,1,4,2,2,3.254548,43.36635
NEPHROCARE BEZIERS,340015999,A,1,4,2,2,3.255384,43.341854
AUTODIALYSE DE LUNEL NEPHROCARE LUNEL,340016005,A,1,4,2,1,4.125644,43.664581
HAD BEZIERS HAD,340016476,A,1,4,2,2,3.227677,43.346365
UADSA ST GUILHEM PAYS D'AGDE,340017292,A,1,4,2,1,3.486626,43.298886
SSR CH BEZIERS,340017771,B,2,4,1,2,3.229983,43.345854
ADENE HAD MONTPELLIER,340017839,B,2,4,3,2,3.82639,43.637723
HAD HOME SANTE 34,340017847,A,1,4,2,2,3.914273,43.600853
CRF BOURGES,340019090,A,1,4,2,2,3.901283,43.63605
GCS HELP,340019603,A,1,4,3,2,3.855375,43.630415
AIDER SANTE DIALYSE A DOMICILE GRABELS,340020221,A,1,4,3,2,3.83143,43.648033
HAD CH BEZIERS,340021211,B,2,4,1,2,3.229983,43.345854
POLYCL ST ROCH,340022979,A,1,4,2,2,3.8617082429,43.58279845
CL LA PERGOLA,340780121,B,2,4,2,2,3.231093,43.35117
CL DU DR JEAN CAUSSE,340780139,B,2,4,2,2,3.14055,43.313017
POLYCL DES TROIS VALLEES,340780147,A,1,4,2,2,3.150304,43.60809
POLYCL PASTEUR,340780154,A,1,4,2,2,3.42342,43.45642
CRF LE VAL D'ORB,340780196,A,1,4,2,2,3.248464,43.366951
CRF STER LAMALOU LES BAINS,340780212,A,1,4,2,2,3.080033,43.59489
CH PAUL COSTE FLORET,340780220,B,2,4,1,2,3.082204,43.592416
MAISON DE REPOS LE COLOMBIER,340780253,A,1,4,2,2,3.079488,43.602412
HOPITAL ST LOUP HBT AGDE,340780436,B,2,4,1,2,3.483737,43.298915
CH BEDARIEUX,340780444,A,1,4,1,2,3.161113,43.618743
CHU/ CHS LA COLOMBIERE CHU MONTPELLIER,340780485,B,2,4,1,3,3.858123,43.62781
CL DU SOUFFLE LA VALLONIE,340780568,A,1,4,2,2,3.304421,43.732549
CL BEAU SOLEIL,340780642,B,2,4,3,2,3.85055,43.610306
CL DU PARC,340780667,B,2,4,2,3,3.891398,43.63562
CL CLEMENTVILLE,340780675,A,1,4,2,2,3.8518642,43.613054299
CL ST LOUIS,340780717,A,1,4,2,2,3.702823,43.932439
CL VIA DOMITIA,340780725,A,1,4,2,2,4.125644,43.664581
POLYCL STE THERESE,340780741,A,1,4,2,2,3.70383,43.408403
CL RECH,340780758,A,1,4,2,2,3.865622,43.619404
CLINIQUE LA LIRONDE,340780766,A,1,4,2,2,3.843375,43.649604
CL STELLA,340780782,B,2,4,2,2,4.099725,43.716164
CL ST ANTOINE,340780790,A,1,4,2,2,3.696857,43.651048
CL MUTUALISTE JEAN LEON,340780816,A,1,4,3,2,4.090688,43.560646
NEPHROCARE CASTELNAU LE PARC,340780840,A,1,4,2,2,3.89132,43.634287
CL LE CASTELET,340780857,B,2,4,2,2,3.821616,43.58037
CL ST MARTIN VIGNOGOUL,340780931,A,1,4,2,2,3.76182,43.584272
CL DU MAS DE ROCHET,340781608,A,1,4,3,2,3.907831,43.626317
CRF LA PETITE PAIX,340782002,B,2,4,2,2,3.080838,43.595735
CHU/ HOPITAL ST ELOI CHU MONTPELLIER,340782036,B,2,4,1,3,3.861205,43.629339
CHU/ HOPITAL GUI DE CHAULIAC CHU MTP,340782085,B,2,4,1,2,3.861205,43.629339
CHU/ CENTRE BELLEVUE CHU MONTPELLIER,340782481,B,2,4,1,2,3.858065,43.640849
CHU/ HOPITAL LAPEYRONIE CHU MONTPELLIER,340785161,B,2,4,1,3,3.853046894,43.63096566
CL FONTFROIDE,340789981,A,1,4,2,2,3.830932,43.639062
USLD LES PERGOLINES HBT SETE,340796051,B,2,4,1,2,3.658998,43.400635
CRF STER ST CLEMENT DE RIVIERE,340796093,A,1,4,2,2,5.292936,43.902293
CHU/ HOPITAL ARNAUD DE VILLENEUVE CHU MPT,340796663,B,2,4,1,3,3.896874,43.59848
CENTRE DU MELEZET,340797596,A,1,4,2,2,3.834617,43.637375
CENTRE CONVALESCENCE LE PECH DU SOLEIL,340798552,A,1,4,2,2,3.248464,43.366951
HOPITAL ST THOMAS DE VILLENEUVE BAIN,350000063,A,1,4,3,2,-1.682512599,47.840838
HOPITAL ARTHUR GARDINER,350000071,A,1,4,3,2,-2.065861,48.632627
CHP SAINT GREGOIRE,350000121,A,1,4,2,3,-1.687049,48.145076
CLINIQUE MUTUALISTE DE LA SAGESSE,350000139,A,1,4,3,2,-1.711695,48.100846
CENTRE HOSPITALIER SAINT-MALO,350000147,B,2,4,1,3,-2.009297,48.63794
C.H FOUGERES,350000154,B,2,4,1,3,-1.193463,48.358442
CHIRC SITE REDON,350000162,A,1,4,1,2,-2.080783,47.65397
CENTRE HOSPITALIER VITRE,350000188,B,2,4,1,2,-1.229008,48.122503
CLINIQUE DE LA COTE D'EMERAUDE,350000196,A,1,4,2,2,-1.984634,48.625636
CENTRE LOCAL HOSPITALIER SAINT JOSEPH,350000204,A,1,4,3,2,-1.726273,48.411631
CENTRE HOSPITALIER LA GUERCHE DE BGNE,350000212,B,2,4,1,2,-1.242392,47.945093
C.H. GUILLAUME REGNIER RENNES,350000337,B,2,4,1,3,-1.653911,48.110363
CH DES MARCHES DE BRETAGNE SAINT BRICE,350000360,B,2,4,1,1,-1.362132,48.408546
CH DE LA ROCHE AUX FÉES JANZE,350000410,B,2,4,1,2,-1.499627,47.960852
CENTRE HOSPITALIER GRAND-FOUGERAY,350000428,B,2,4,1,2,-1.733286,47.725559
CENTRE HOSPITALIER MONTFORT-SUR-MEU,350000436,A,1,4,1,2,-1.951345,48.137995
CH DES MARCHES DE BRETAGNE - ANTRAIN,350000444,B,2,4,1,2,-1.48057,48.456742
CENTRE HOSPITALIER ST MEEN LE GRAND,350000451,B,2,4,1,2,-2.201189,48.187217
CHU/ CHRU RENNES SITE PONTCHAILLOU,350000741,B,2,4,1,3,-1.697427,48.116168
CLINIQUE DU MOULIN,350002119,A,1,4,2,2,-1.724373,48.019814
CLINIQUE DE L'ESPERANCE,350002176,A,1,4,2,2,-1.675844,48.115853
CLINIQUE SAINT YVES,350002200,A,1,4,3,2,-1.661881,48.101231
CLINIQUE FSEF RENNES BEAULIEU,350002234,A,1,4,3,2,-1.637647,48.122708
POLE MPR SAINT HELIER,350002564,A,1,4,3,2,-1.669629,48.106732
CTRE SSRAA L'ESCALE,350002747,A,1,4,3,2,-1.702504,48.108694
CENTRE RÉADAPTATION ESCALE THÉBAUDAIS,350002754,A,1,4,3,2,-1.663171,48.091602
CENTRE DE DIALYSE AMBULATOIRE AUB,350002804,A,1,4,3,2,-1.688124,48.143276
C.R.L.C.C. EUGENE MARQUIS,350002812,A,1,4,3,2,-1.701993,48.121394
MRC ST THOMAS VILLENEUVE BAGUER,350002911,A,1,4,3,2,-1.771634,48.52427
POLE GERIATRIQUE RENNAIS,350005021,B,2,4,3,2,-1.6152683,48.0862212
HOPITAL PRIVE SEVIGNE,350005146,A,1,4,2,2,-1.626778,48.130355
CHU/ CHRU RENNES SITE LA TAUVRAIS,350006771,B,2,4,1,2,-1.661597,48.137977
CHU/ CHRU RENNES SITE HOPITAL SUD,350007084,B,2,4,1,3,-1.65982,48.084664
CENTRE DE READAPTATION DU PATIS FRAUX,350008579,B,2,4,3,2,-1.600384,48.044711
USLD LA BRIANTAIS CH ST MALO,350013629,B,2,4,1,2,-2.009301,48.626505
SERVICE DE S.S.R. - CH VITRÉ,350016135,B,2,4,1,2,-1.20587,48.124605
UNITE AUTODIALYSE SAINT MALO - AUB,350030763,A,1,4,3,1,-2.011327,48.629351
RESIDENCE DU TERTRE DE JOUE,350032280,B,2,4,1,2,-1.656243,48.112046
UNITE DIALYSE PONTCHAILLOU RENNES AUB,350032934,A,1,4,3,2,-1.69279,48.119813
UNITE DIALYSE BROUSSAIS SAINT MALO AUB,350040044,A,1,4,3,2,-2.026381,48.647893
CH DES PRES BOSGERS CANCALE,350040499,B,2,4,1,2,-1.8664598,48.6832588
UNITE AUTODIALYSE DINARD - AUB,350041059,A,1,4,3,1,-2.065861,48.632627
UNITE DIALYSE REDON - AUB,350042131,A,1,4,3,2,-2.065582299,47.6609908
UNITE DIALYSE FOUGERES AUB,350042602,A,1,4,3,2,-1.193463,48.358442
HAD 35,350042628,B,2,4,3,2,-1.6800197,48.1113387
CLINIQUE PHILAE,350044756,A,1,4,2,2,-1.69478,48.00034
HAD SAINT MALO DINAN,350044772,A,1,4,3,2,-1.984174,48.624773
UNITE DIALYSE MONTGERMONT AUB,350046751,A,1,4,3,2,-1.713066,48.152092
CH LA TOUR BLANCHE - ISSOUDUN,360000038,C,3,4,1,2,1.995581,46.95689
CLINIQUE SAINT FRANCOIS,360000129,B,2,4,2,2,1.696831,46.815442
CH CHATEAUROUX,360000137,B,2,4,1,3,1.697971,46.798744
CH LA CHATRE,360000145,B,2,4,1,2,1.984691,46.567194
CH DU BLANC,360000160,B,2,4,1,2,1.6986874,46.7970236
CH SAINT CHARLES DE VALENCAY,360000178,B,2,4,1,2,1.5726452,47.1621917
CH SAINT-ROCH BUZANCAIS,360000186,B,2,4,1,2,1.42101,46.893011
CH CHATILLON SUR INDRE,360000202,B,2,4,1,2,1.164692,46.9888
CLINIQUE DU HAUT-CLUZEAU,360000210,A,1,4,2,2,1.467271,46.631198
CH LEVROUX,360000251,B,2,4,1,2,1.611624,46.981621
CENTRE NÉPHRO. CHÂTEAUROUX-CH ISSOUDUN,360000962,B,2,4,2,2,1.995581,46.95689
CTRE NÉPHRO CHÂTEAUROUX-CH CHATEAUROUX,360002133,B,2,4,2,2,1.692129,46.796356
CTRE CONV. & DIET.MANOIR EN BERRY,360002232,B,2,4,2,2,2.00721,46.484453
CH CHATEAUROUX SSR ZAC DES CHEVALIERS,360003149,,,,1,2,1.7080441,46.7939743
CH ISSOUDUN - SITE LES ARCADES,360004618,C,3,4,1,2,1.995581,46.95689
CTRE DEPT GERIATRIQUE LES GRANDS CHENE,360006688,B,2,4,1,2,1.671969,46.774426
CLINIQUE JEANNE D'ARC - ST BENOIT,370000051,B,2,4,2,2,0.325247,47.202311
NCT+ SITE SAINT-GATIEN,370000085,B,2,4,2,2,0.6930377,47.3955901
NCT+ ST GATIEN ALLIANCE - ET,370000093,B,2,4,2,2,0.669518,47.433285
CLINIQUE VONTES,370000119,A,1,4,2,,0.7528029,47.231302199
CLINIQUE RONSARD,370000127,A,1,4,2,2,0.6911625999,47.333745
CLINIQUE DU VAL DE LOIRE,370000143,A,1,4,2,2,0.661516,47.559255
CLINIQUE VELPEAU,370000150,B,2,4,2,2,0.688764,47.406559
A. N. A. S. LE COURBAT,370000184,B,2,4,3,2,1.103594,47.228692
CRF CLOS ST VICTOR - JOUÉ LÈS TOURS,370000218,A,1,4,3,2,0.667214,47.358701
FONDATION L'ELAN RETROUVE CTRE MALVAU,370000341,A,1,4,3,2,0.997745,47.418354
CRF BEL AIR,370000374,B,2,4,3,2,0.639312,47.437959
CHU/ CHRU CLOCHEVILLE - TOURS,370000499,B,2,4,1,2,0.680681,47.389259
CHU/ CTRE CONVAL. L'ERMITAGE CHRU TOURS,370000515,B,2,4,1,2,0.704997,47.405611
CH DU CHINONAIS,370000531,B,2,4,1,3,0.274927,47.183056
CHIC CHÂTEAU-RENAULT HÔP DR J.DELANEAU,370000580,B,2,4,1,2,0.914661,47.588106
CHU/ CHRU BRETONNEAU - TOURS,370000861,B,2,4,1,3,0.669555,47.387193
CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ,370000879,B,2,4,1,2,0.981219,47.406073
CH PAUL MARTINAIS - LOCHES,370000903,B,2,4,1,2,1.001935,47.128775
CH LOUIS SEVESTRE,370000986,B,2,4,1,2,0.639312,47.437959
CH DE LUYNES - ET,370001109,B,2,4,1,2,0.555268,47.395073
CH SAINTE MAURE DE TOURAINE,370001158,B,2,4,1,2,0.612897,47.105123
A.R.A.U.C.O. CHRU BRETONNEAU,370002040,A,1,4,3,2,0.669555,47.387193
USSR PERSONNES AGEES CH DE LOCHES,370004301,B,2,4,1,2,0.9748220443,47.116109609
CHU/ CHRU TROUSSEAU - CHAMBRAY,370004467,B,2,4,1,3,0.709041,47.346878
CHU/ CENTRE PSY.UNIVERSITAIRE-CHRU TOURS,370005050,B,2,4,1,2,0.69281,47.402319
PÔLE SANTÉ LÉONARD DE VINCI,370007569,B,2,4,2,3,0.690612,47.335969
HAD VAL DE LOIRE,370009938,B,2,0,2,2,0.6820049,47.3637149
GCS CHIRURGIE EN CHINONAIS - ET,370013286,B,2,4,3,1,0.3217875,47.2210296
MRF BOIS GIBERT,370100539,A,1,4,3,2,0.614589,47.328717999
A.R.A.U.C.O. CHINON,370100885,A,1,4,3,1,0.301492,47.214762
SERVICE USLD PSY BATIMENT LE CEDRE,370102659,A,1,4,2,2,0.6563466999,47.4177846
A.R.A.U.C.O. PÔLE SANTÉ LEONARD VINCI,370102832,A,1,4,3,2,0.690612,47.335969
A.R.A.U.C.O. LOCHES,370103152,A,1,4,3,1,1.001935,47.128775
ASSAD HAD D'INDRE ET LOIRE,370103673,B,2,4,3,2,0.690672,47.381163
A.R.A.U.C.O. CHÂTEAU-RENAULT,370104002,A,1,4,3,1,0.917405,47.588491
A.R.A.U.C.O. NOTRE-DAME-D'OÉ,370104804,A,1,4,3,1,0.711677,47.458442
CH RHUMATOLOGIQUE D'URIAGE,380000018,B,2,4,1,2,5.830698,45.139471
CH FABRICE MARCHIOL LA MURE,380000026,B,2,4,1,2,5.793906,44.905286
CH PIERRE OUDOT BOURGOIN JALLIEU,380000034,B,2,4,1,3,5.246162,45.595748
CH YVES TOURAINE,380000042,B,2,4,1,2,5.660562,45.536862
CH DE RIVES,380000059,A,1,4,1,2,5.500361,45.353065
CHU/ HOPITAL NORD - CHU38,380000067,A,1,4,1,3,5.726281,45.186875
CH DE TULLINS SITE PERRET,380000075,A,1,4,1,2,5.484303,45.299933
CH DE SAINT MARCELLIN,380000091,A,1,4,1,2,5.322288,45.152698
CH DE SAINT LAURENT DU PONT,380000109,A,1,4,1,2,5.743222,45.392448
CH DE SAINT GEOIRE EN VALDAINE,380000125,B,2,4,1,2,5.628965,45.458434
